Date,Open,High,Low,Close,Volume
2014-01-27 04:00:00,1.36852,1.36889,1.3681,1.36822,1020
2014-01-27 05:00:00,1.36822,1.3686,1.36804,1.36818,1196
2014-01-27 06:00:00,1.36818,1.36853,1.36812,1.36825,1040
2014-01-27 07:00:00,1.36825,1.3687,1.36788,1.36792,1029
2014-01-27 08:00:00,1.36792,1.37008,1.36774,1.36883,1991
2014-01-27 09:00:00,1.36883,1.37016,1.36747,1.36981,2860
2014-01-27 10:00:00,1.36982,1.3716300000000001,1.36923,1.36952,2933
2014-01-27 11:00:00,1.3694600000000001,1.36965,1.36747,1.36781,2531
2014-01-27 12:00:00,1.36781,1.36781,1.36676,1.36716,2213
2014-01-27 13:00:00,1.36717,1.3673,1.36554,1.36602,2386
2014-01-27 14:00:00,1.36602,1.36707,1.36529,1.3659,2370
2014-01-27 15:00:00,1.36592,1.3676300000000001,1.36566,1.36626,2657
2014-01-27 16:00:00,1.36624,1.36743,1.36573,1.36728,3137
2014-01-27 17:00:00,1.3673,1.3679999999999999,1.36681,1.36781,2518
2014-01-27 18:00:00,1.36781,1.36792,1.36694,1.36774,2320
2014-01-27 19:00:00,1.36781,1.36781,1.36686,1.36716,1536
2014-01-27 20:00:00,1.36719,1.36748,1.36655,1.36655,1423
2014-01-27 21:00:00,1.36656,1.36744,1.36649,1.3673,1187
2014-01-27 22:00:00,1.3672900000000001,1.36744,1.36693,1.36727,975
2014-01-27 23:00:00,1.3672,1.36751,1.36699,1.36728,534
2014-01-28 00:00:00,1.3673,1.36743,1.36696,1.36741,824
2014-01-28 01:00:00,1.36741,1.36771,1.36659,1.3670900000000001,1175
2014-01-28 02:00:00,1.36708,1.3674,1.36667,1.36692,1249
2014-01-28 03:00:00,1.36694,1.36747,1.3669,1.36717,979
2014-01-28 04:00:00,1.36717,1.36795,1.36717,1.36773,1353
2014-01-28 05:00:00,1.36771,1.36792,1.36725,1.36779,995
2014-01-28 06:00:00,1.36779,1.3682699999999999,1.36755,1.36774,827
2014-01-28 07:00:00,1.36774,1.36882,1.3676,1.3685800000000001,1312
2014-01-28 08:00:00,1.36856,1.36856,1.36649,1.36662,1717
2014-01-28 09:00:00,1.36662,1.36681,1.36565,1.3663,2238
2014-01-28 10:00:00,1.3663,1.36662,1.3649499999999999,1.36511,2376
2014-01-28 11:00:00,1.36511,1.36524,1.3629,1.36383,2458
2014-01-28 12:00:00,1.36386,1.3652199999999999,1.36377,1.36421,1644
2014-01-28 13:00:00,1.36423,1.36464,1.36372,1.36425,1723
2014-01-28 14:00:00,1.36429,1.36748,1.36402,1.36667,2985
2014-01-28 15:00:00,1.36667,1.3685800000000001,1.36645,1.3673,2968
2014-01-28 16:00:00,1.3672900000000001,1.3673,1.3655,1.36631,2721
2014-01-28 17:00:00,1.3663,1.3667,1.36562,1.36611,1965
2014-01-28 18:00:00,1.36606,1.3662,1.36564,1.36619,1404
2014-01-28 19:00:00,1.36627,1.36627,1.3653,1.36551,1091
2014-01-28 20:00:00,1.36557,1.36658,1.36532,1.36643,1015
2014-01-28 21:00:00,1.3664100000000001,1.36711,1.36611,1.36693,975
2014-01-28 22:00:00,1.36695,1.36728,1.36672,1.36706,785
2014-01-28 23:00:00,1.3670499999999999,1.3670499999999999,1.3648500000000001,1.36517,1448
2014-01-29 00:00:00,1.3651900000000001,1.36575,1.36517,1.36539,1187
2014-01-29 01:00:00,1.36538,1.3657,1.3649499999999999,1.36548,1239
2014-01-29 02:00:00,1.3655,1.36626,1.3655,1.36592,1100
2014-01-29 03:00:00,1.36592,1.3667799999999999,1.36558,1.36578,1099
2014-01-29 04:00:00,1.36577,1.36579,1.36476,1.36528,1095
2014-01-29 05:00:00,1.36527,1.3655,1.36506,1.3652,739
2014-01-29 06:00:00,1.3651900000000001,1.3662,1.36518,1.36609,1114
2014-01-29 07:00:00,1.36608,1.36643,1.36564,1.36634,1041
2014-01-29 08:00:00,1.36634,1.3671,1.36618,1.36627,1753
2014-01-29 09:00:00,1.36626,1.3679999999999999,1.36597,1.36764,2223
2014-01-29 10:00:00,1.36765,1.36845,1.36696,1.3673600000000001,2552
2014-01-29 11:00:00,1.36737,1.36791,1.3668,1.36765,2048
2014-01-29 12:00:00,1.3676300000000001,1.36819,1.3658000000000001,1.36602,2463
2014-01-29 13:00:00,1.36604,1.36626,1.36283,1.36372,2710
2014-01-29 14:00:00,1.36375,1.36436,1.36029,1.36405,3833
2014-01-29 15:00:00,1.36405,1.36762,1.36372,1.3662,4090
2014-01-29 16:00:00,1.36623,1.36679,1.36413,1.3642699999999999,3162
2014-01-29 17:00:00,1.36433,1.36651,1.36432,1.36621,2413
2014-01-29 18:00:00,1.36619,1.3668,1.36601,1.36603,1691
2014-01-29 19:00:00,1.36594,1.367,1.36591,1.36611,1620
2014-01-29 20:00:00,1.36508,1.36741,1.3638,1.3662,3858
2014-01-29 21:00:00,1.36621,1.36661,1.36479,1.36559,2605
2014-01-29 22:00:00,1.36554,1.3665,1.36514,1.36629,1573
2014-01-29 23:00:00,1.3660999999999999,1.36652,1.36599,1.36608,468
2014-01-30 00:00:00,1.36609,1.36642,1.36562,1.36571,870
2014-01-30 01:00:00,1.3657,1.36622,1.3654899999999999,1.3658299999999999,1294
2014-01-30 02:00:00,1.36584,1.3660700000000001,1.36463,1.36477,1353
2014-01-30 03:00:00,1.36477,1.3654,1.36472,1.3651200000000001,1288
2014-01-30 04:00:00,1.36508,1.36557,1.36482,1.36484,1157
2014-01-30 05:00:00,1.3648500000000001,1.36535,1.36462,1.36483,1206
2014-01-30 06:00:00,1.36483,1.36505,1.36433,1.36449,1070
2014-01-30 07:00:00,1.36449,1.36566,1.36445,1.36561,943
2014-01-30 08:00:00,1.36559,1.36565,1.36173,1.36245,2297
2014-01-30 09:00:00,1.3624399999999999,1.3624800000000001,1.36056,1.36235,3068
2014-01-30 10:00:00,1.36238,1.36245,1.35893,1.35922,3343
2014-01-30 11:00:00,1.35924,1.36059,1.35855,1.36048,2432
2014-01-30 12:00:00,1.36046,1.36165,1.35953,1.35962,2610
2014-01-30 13:00:00,1.3596300000000001,1.36029,1.35837,1.35842,2413
2014-01-30 14:00:00,1.3584100000000001,1.3589,1.35673,1.35839,3460
2014-01-30 15:00:00,1.35838,1.35852,1.35669,1.35758,3097
2014-01-30 16:00:00,1.3575599999999999,1.35882,1.35598,1.3563100000000001,3131
2014-01-30 17:00:00,1.3563100000000001,1.35645,1.35434,1.35486,2605
2014-01-30 18:00:00,1.35486,1.35565,1.3547,1.35522,1997
2014-01-30 19:00:00,1.35521,1.35544,1.35487,1.35508,1217
2014-01-30 20:00:00,1.35504,1.35552,1.35492,1.3550200000000001,1205
2014-01-30 21:00:00,1.35499,1.35523,1.35457,1.35479,1122
2014-01-30 22:00:00,1.35479,1.35565,1.35476,1.3554300000000001,1249
2014-01-30 23:00:00,1.35545,1.35581,1.35508,1.35565,718
2014-01-31 00:00:00,1.35567,1.35581,1.35511,1.3557299999999999,889
2014-01-31 01:00:00,1.35572,1.35584,1.35511,1.35532,1331
2014-01-31 02:00:00,1.35532,1.3557299999999999,1.35472,1.35554,1101
2014-01-31 03:00:00,1.35555,1.35567,1.35491,1.35494,772
2014-01-31 04:00:00,1.35495,1.3554599999999999,1.35493,1.35513,1035
2014-01-31 05:00:00,1.35515,1.35535,1.35452,1.35494,1309
2014-01-31 06:00:00,1.35494,1.35548,1.35466,1.35466,1419
2014-01-31 07:00:00,1.35468,1.35473,1.35381,1.35381,1191
2014-01-31 08:00:00,1.35381,1.35487,1.35323,1.35457,1658
2014-01-31 09:00:00,1.35458,1.35595,1.35408,1.3554599999999999,2450
2014-01-31 10:00:00,1.35541,1.35547,1.35333,1.35401,2633
2014-01-31 11:00:00,1.354,1.35499,1.35174,1.3532600000000001,3199
2014-01-31 12:00:00,1.35325,1.35733,1.35278,1.35487,2945
2014-01-31 13:00:00,1.35484,1.35527,1.35192,1.35232,2737
2014-01-31 14:00:00,1.3523100000000001,1.35246,1.3495300000000001,1.35129,3915
2014-01-31 15:00:00,1.35133,1.35201,1.3483100000000001,1.34866,3594
2014-01-31 16:00:00,1.34866,1.35066,1.3479,1.3484,4048
2014-01-31 17:00:00,1.3484099999999999,1.35038,1.3484099999999999,1.34999,2880
2014-01-31 18:00:00,1.35,1.35045,1.34923,1.35041,1962
2014-01-31 19:00:00,1.35052,1.35092,1.35009,1.35041,1509
2014-01-31 20:00:00,1.35039,1.3504800000000001,1.3480699999999999,1.3480699999999999,1538
2014-01-31 21:00:00,1.34809,1.34913,1.34809,1.34863,1844
2014-01-31 22:00:00,1.34863,1.3491,1.34843,1.34849,1100
2014-02-03 00:00:00,1.34855,1.3491,1.3483800000000001,1.3487,927
2014-02-03 01:00:00,1.3487,1.34912,1.3479999999999999,1.34863,1295
2014-02-03 02:00:00,1.3486099999999999,1.3487,1.3479999999999999,1.34849,1296
2014-02-03 03:00:00,1.34851,1.34852,1.3479700000000001,1.34849,1058
2014-02-03 04:00:00,1.34849,1.34952,1.34842,1.34879,1011
2014-02-03 05:00:00,1.34879,1.3488,1.34829,1.34835,731
2014-02-03 06:00:00,1.34836,1.34875,1.34836,1.34851,733
2014-02-03 07:00:00,1.34854,1.34966,1.34825,1.34954,1145
2014-02-03 08:00:00,1.34952,1.3498299999999999,1.3477000000000001,1.3480400000000001,1801
2014-02-03 09:00:00,1.34806,1.35012,1.34783,1.34974,3037
2014-02-03 10:00:00,1.34973,1.35088,1.3489900000000001,1.35086,2672
2014-02-03 11:00:00,1.35086,1.35187,1.3504399999999999,1.35106,2707
2014-02-03 12:00:00,1.35104,1.3514599999999999,1.35034,1.35065,1884
2014-02-03 13:00:00,1.35061,1.35072,1.3490199999999999,1.34923,1872
2014-02-03 14:00:00,1.34925,1.35022,1.34896,1.34947,2049
2014-02-03 15:00:00,1.34946,1.34982,1.34848,1.34873,2779
2014-02-03 16:00:00,1.34879,1.35228,1.34879,1.3517299999999999,3809
2014-02-03 17:00:00,1.35172,1.3535300000000001,1.35122,1.3522,2965
2014-02-03 18:00:00,1.35227,1.35318,1.35125,1.35167,2458
2014-02-03 19:00:00,1.35169,1.35223,1.3514300000000001,1.3518,1945
2014-02-03 20:00:00,1.35179,1.35346,1.35137,1.3531,1822
2014-02-03 21:00:00,1.35306,1.35349,1.35221,1.35286,1999
2014-02-03 22:00:00,1.35279,1.35328,1.35244,1.35247,1169
2014-02-03 23:00:00,1.35247,1.35291,1.35245,1.3525800000000001,617
2014-02-04 00:00:00,1.3526,1.35271,1.35212,1.35223,962
2014-02-04 01:00:00,1.35223,1.3526099999999999,1.35185,1.35244,1264
2014-02-04 02:00:00,1.35246,1.35246,1.35142,1.35161,1340
2014-02-04 03:00:00,1.35161,1.35169,1.35089,1.35122,1170
2014-02-04 04:00:00,1.35122,1.35135,1.35056,1.35071,1580
2014-02-04 05:00:00,1.35071,1.35102,1.3504,1.35077,1542
2014-02-04 06:00:00,1.35076,1.3519,1.35056,1.35184,1386
2014-02-04 07:00:00,1.35185,1.35384,1.3514,1.35294,2228
2014-02-04 08:00:00,1.35294,1.35346,1.35206,1.35239,2000
2014-02-04 09:00:00,1.3523800000000001,1.35247,1.34934,1.35093,2958
2014-02-04 10:00:00,1.35094,1.35155,1.35056,1.35128,2613
2014-02-04 11:00:00,1.35126,1.35193,1.3508499999999999,1.3517700000000001,1853
2014-02-04 12:00:00,1.35178,1.35206,1.35094,1.35127,1723
2014-02-04 13:00:00,1.35129,1.35314,1.35084,1.35192,2179
2014-02-04 14:00:00,1.35193,1.3529,1.3514300000000001,1.35161,2499
2014-02-04 15:00:00,1.35159,1.35209,1.35063,1.35094,2533
2014-02-04 16:00:00,1.35095,1.35154,1.34975,1.3509,2835
2014-02-04 17:00:00,1.35092,1.35104,1.34949,1.35059,2103
2014-02-04 18:00:00,1.35055,1.35216,1.35046,1.35199,1085
2014-02-04 19:00:00,1.35206,1.35212,1.35163,1.35199,981
2014-02-04 20:00:00,1.3519999999999999,1.35208,1.35132,1.35161,828
2014-02-04 21:00:00,1.3516,1.3517299999999999,1.35124,1.35144,1025
2014-02-04 22:00:00,1.35144,1.3518,1.35127,1.35179,980
2014-02-04 23:00:00,1.3518,1.35184,1.35115,1.3514300000000001,662
2014-02-05 00:00:00,1.35147,1.35171,1.351,1.35158,751
2014-02-05 01:00:00,1.35152,1.35246,1.35147,1.3517299999999999,1265
2014-02-05 02:00:00,1.3517299999999999,1.35271,1.35163,1.35235,1227
2014-02-05 03:00:00,1.35236,1.35256,1.35155,1.35174,1001
2014-02-05 04:00:00,1.35168,1.35222,1.35087,1.35107,967
2014-02-05 05:00:00,1.35108,1.35148,1.35086,1.35125,767
2014-02-05 06:00:00,1.35124,1.35151,1.3510900000000001,1.35119,681
2014-02-05 07:00:00,1.3511600000000001,1.35119,1.34986,1.3506,1372
2014-02-05 08:00:00,1.35061,1.35159,1.3505099999999999,1.35092,1643
2014-02-05 09:00:00,1.35092,1.35249,1.35092,1.35199,2425
2014-02-05 10:00:00,1.3519999999999999,1.35282,1.3507500000000001,1.35188,3461
2014-02-05 11:00:00,1.35184,1.35185,1.35042,1.3510499999999999,2084
2014-02-05 12:00:00,1.3510499999999999,1.35224,1.35088,1.35184,1709
2014-02-05 13:00:00,1.35186,1.3526099999999999,1.35106,1.3523399999999999,2074
2014-02-05 14:00:00,1.3523800000000001,1.35552,1.35142,1.3515,5865
2014-02-05 15:00:00,1.35144,1.35187,1.35097,1.35178,3622
2014-02-05 16:00:00,1.35174,1.35456,1.35037,1.35314,5275
2014-02-05 17:00:00,1.35312,1.354,1.35148,1.35184,3464
2014-02-05 18:00:00,1.35183,1.3532899999999999,1.35172,1.3531900000000001,1928
2014-02-05 19:00:00,1.35331,1.35396,1.35313,1.35343,1609
2014-02-05 20:00:00,1.35344,1.3536299999999999,1.35304,1.35343,1281
2014-02-05 21:00:00,1.35343,1.35382,1.35304,1.35381,904
2014-02-05 22:00:00,1.35379,1.35379,1.35313,1.35331,1175
2014-02-05 23:00:00,1.35332,1.35377,1.35304,1.35361,660
2014-02-06 00:00:00,1.35361,1.3536299999999999,1.35308,1.35336,858
2014-02-06 01:00:00,1.35339,1.35394,1.35309,1.35338,1450
2014-02-06 02:00:00,1.35339,1.35346,1.3526099999999999,1.35321,1369
2014-02-06 03:00:00,1.3532,1.35352,1.35296,1.35344,1005
2014-02-06 04:00:00,1.35344,1.35345,1.35213,1.35213,1150
2014-02-06 05:00:00,1.35213,1.35244,1.3520699999999999,1.35223,1090
2014-02-06 06:00:00,1.35224,1.35235,1.35161,1.35162,1032
2014-02-06 07:00:00,1.35162,1.35206,1.35147,1.3519,989
2014-02-06 08:00:00,1.3519,1.35253,1.35172,1.35247,1281
2014-02-06 09:00:00,1.35247,1.35337,1.3516599999999999,1.35275,2249
2014-02-06 10:00:00,1.35273,1.35276,1.3519999999999999,1.35259,1652
2014-02-06 11:00:00,1.3526,1.3531,1.35221,1.35285,1772
2014-02-06 12:00:00,1.35285,1.3529,1.3514599999999999,1.35172,1624
2014-02-06 13:00:00,1.35167,1.35359,1.3489200000000001,1.3501400000000001,4012
2014-02-06 14:00:00,1.3501400000000001,1.36018,1.3484099999999999,1.35942,7149
2014-02-06 15:00:00,1.35952,1.36188,1.35895,1.36051,5985
2014-02-06 16:00:00,1.36051,1.36152,1.35952,1.35995,3825
2014-02-06 17:00:00,1.35994,1.36062,1.35962,1.3603,2262
2014-02-06 18:00:00,1.36029,1.36069,1.3599,1.36006,1366
2014-02-06 19:00:00,1.36005,1.36025,1.3590200000000001,1.3593600000000001,1803
2014-02-06 20:00:00,1.35937,1.3593899999999999,1.35852,1.3587,1495
2014-02-06 21:00:00,1.3587099999999999,1.35922,1.35847,1.35921,1309
2014-02-06 22:00:00,1.3592,1.3593,1.35888,1.35895,907
2014-02-06 23:00:00,1.35899,1.35925,1.35885,1.35898,582
2014-02-07 00:00:00,1.35898,1.35918,1.35882,1.35914,818
2014-02-07 01:00:00,1.35906,1.3592,1.35862,1.35891,1626
2014-02-07 02:00:00,1.35892,1.35942,1.35873,1.35923,1206
2014-02-07 03:00:00,1.35924,1.35938,1.35882,1.35915,812
2014-02-07 04:00:00,1.35914,1.35942,1.3589,1.35908,623
2014-02-07 05:00:00,1.35908,1.35925,1.35892,1.35903,580
2014-02-07 06:00:00,1.35903,1.35926,1.35859,1.3586,784
2014-02-07 07:00:00,1.35859,1.3590200000000001,1.3585099999999999,1.35854,1251
2014-02-07 08:00:00,1.35854,1.35884,1.35815,1.35866,1368
2014-02-07 09:00:00,1.35866,1.35883,1.35516,1.35636,3549
2014-02-07 10:00:00,1.35635,1.3578700000000001,1.35593,1.35677,2853
2014-02-07 11:00:00,1.35677,1.35706,1.35622,1.35635,1704
2014-02-07 12:00:00,1.35635,1.35757,1.35621,1.3568500000000001,1797
2014-02-07 13:00:00,1.35684,1.35711,1.35645,1.3568,1435
2014-02-07 14:00:00,1.35679,1.36425,1.35679,1.35924,6116
2014-02-07 15:00:00,1.35926,1.3603399999999999,1.35759,1.35877,5279
2014-02-07 16:00:00,1.3587799999999999,1.3618299999999999,1.3585,1.36179,4015
2014-02-07 17:00:00,1.36178,1.3618700000000001,1.36084,1.36129,2161
2014-02-07 18:00:00,1.36129,1.36194,1.3608799999999999,1.3618999999999999,1343
2014-02-07 19:00:00,1.362,1.36234,1.36142,1.36195,1459
2014-02-07 20:00:00,1.36195,1.36321,1.36185,1.3628,1419
2014-02-07 21:00:00,1.36281,1.36402,1.36261,1.36386,1390
2014-02-07 22:00:00,1.36387,1.36391,1.36327,1.36342,950
2014-02-10 00:00:00,1.36232,1.36258,1.36179,1.3618299999999999,908
2014-02-10 01:00:00,1.3618299999999999,1.36237,1.3618299999999999,1.36226,1286
2014-02-10 02:00:00,1.36226,1.3630200000000001,1.36226,1.36252,1167
2014-02-10 03:00:00,1.36253,1.36273,1.36215,1.36264,827
2014-02-10 04:00:00,1.36262,1.36282,1.36229,1.36253,595
2014-02-10 05:00:00,1.36252,1.36269,1.36223,1.36229,547
2014-02-10 06:00:00,1.36229,1.36245,1.36198,1.36221,689
2014-02-10 07:00:00,1.36222,1.36279,1.3621699999999999,1.3626,872
2014-02-10 08:00:00,1.36265,1.36437,1.3624399999999999,1.36392,1858
2014-02-10 09:00:00,1.3639000000000001,1.36501,1.36338,1.36465,1903
2014-02-10 10:00:00,1.36468,1.36481,1.36303,1.36317,1625
2014-02-10 11:00:00,1.36322,1.36409,1.36291,1.3630499999999999,1142
2014-02-10 12:00:00,1.3630200000000001,1.36337,1.36225,1.36298,1317
2014-02-10 13:00:00,1.36295,1.36388,1.36293,1.36349,1412
2014-02-10 14:00:00,1.36349,1.36403,1.36314,1.3633600000000001,1704
2014-02-10 15:00:00,1.36335,1.3639299999999999,1.36321,1.36327,1591
2014-02-10 16:00:00,1.36326,1.36481,1.36289,1.3647,1786
2014-02-10 17:00:00,1.36471,1.36513,1.36401,1.36435,1762
2014-02-10 18:00:00,1.36433,1.36443,1.3639700000000001,1.36415,886
2014-02-10 19:00:00,1.36414,1.36439,1.36406,1.36406,623
2014-02-10 20:00:00,1.36407,1.3645399999999999,1.36379,1.36407,740
2014-02-10 21:00:00,1.3641,1.3647,1.36311,1.3646099999999999,1004
2014-02-10 22:00:00,1.3646,1.3646099999999999,1.36419,1.36455,805
2014-02-10 23:00:00,1.3645,1.36468,1.36401,1.36442,587
2014-02-11 00:00:00,1.36441,1.36475,1.3643100000000001,1.3645,643
2014-02-11 01:00:00,1.3645,1.3678,1.36439,1.36712,1254
2014-02-11 02:00:00,1.36712,1.3678,1.36633,1.36646,1048
2014-02-11 03:00:00,1.36647,1.3670499999999999,1.3664,1.36659,865
2014-02-11 04:00:00,1.36659,1.3671,1.36655,1.36663,513
2014-02-11 05:00:00,1.36663,1.367,1.36656,1.3667500000000001,405
2014-02-11 06:00:00,1.36676,1.36689,1.36612,1.36635,801
2014-02-11 07:00:00,1.36635,1.36642,1.36562,1.36595,902
2014-02-11 08:00:00,1.36595,1.36646,1.36564,1.36613,1399
2014-02-11 09:00:00,1.36612,1.3682699999999999,1.36612,1.36722,2206
2014-02-11 10:00:00,1.36724,1.36772,1.36663,1.36692,1687
2014-02-11 11:00:00,1.36693,1.36748,1.36682,1.3670499999999999,1336
2014-02-11 12:00:00,1.36704,1.3672900000000001,1.36634,1.3663699999999999,1199
2014-02-11 13:00:00,1.3663699999999999,1.36777,1.36633,1.36753,1602
2014-02-11 14:00:00,1.36762,1.36803,1.3647,1.36499,3009
2014-02-11 15:00:00,1.36499,1.3655,1.36291,1.36483,2910
2014-02-11 16:00:00,1.36483,1.36789,1.36435,1.36748,2864
2014-02-11 17:00:00,1.36748,1.36798,1.36507,1.36529,2640
2014-02-11 18:00:00,1.36525,1.36575,1.3645399999999999,1.36489,1681
2014-02-11 19:00:00,1.3648500000000001,1.3649499999999999,1.36365,1.3639999999999999,1531
2014-02-11 20:00:00,1.36401,1.3641,1.3635,1.36375,1109
2014-02-11 21:00:00,1.36376,1.36398,1.3636300000000001,1.3639299999999999,797
2014-02-11 22:00:00,1.36392,1.36402,1.36359,1.36377,655
2014-02-11 23:00:00,1.36377,1.36399,1.36359,1.36372,433
2014-02-12 00:00:00,1.36375,1.36396,1.3636300000000001,1.3636300000000001,677
2014-02-12 01:00:00,1.3636300000000001,1.36379,1.36261,1.36352,1165
2014-02-12 02:00:00,1.36352,1.36368,1.36282,1.36343,1067
2014-02-12 03:00:00,1.36343,1.36357,1.3627,1.36285,1135
2014-02-12 04:00:00,1.36287,1.36334,1.36279,1.36292,812
2014-02-12 05:00:00,1.36291,1.36293,1.36255,1.36287,806
2014-02-12 06:00:00,1.36287,1.3636300000000001,1.36279,1.36333,864
2014-02-12 07:00:00,1.36334,1.36465,1.36333,1.36435,1306
2014-02-12 08:00:00,1.36435,1.36456,1.36304,1.36315,1715
2014-02-12 09:00:00,1.36313,1.36371,1.36265,1.36349,1493
2014-02-12 10:00:00,1.3635,1.36456,1.36347,1.36443,1533
2014-02-12 11:00:00,1.3644,1.36525,1.36341,1.36381,2460
2014-02-12 12:00:00,1.36381,1.36396,1.35757,1.35758,3010
2014-02-12 13:00:00,1.35762,1.3587,1.35642,1.35747,2769
2014-02-12 14:00:00,1.35746,1.35798,1.35691,1.35777,2332
2014-02-12 15:00:00,1.35775,1.35775,1.3562,1.35743,2653
2014-02-12 16:00:00,1.35743,1.35927,1.35705,1.3587799999999999,2292
2014-02-12 17:00:00,1.3587799999999999,1.35981,1.35838,1.35916,1972
2014-02-12 18:00:00,1.35922,1.3593,1.35788,1.3585099999999999,1498
2014-02-12 19:00:00,1.35846,1.35974,1.3584100000000001,1.35935,1247
2014-02-12 20:00:00,1.35935,1.35967,1.35883,1.3593600000000001,1121
2014-02-12 21:00:00,1.35934,1.3598,1.3591,1.35925,842
2014-02-12 22:00:00,1.35925,1.35962,1.35917,1.35931,630
2014-02-12 23:00:00,1.35928,1.35984,1.35914,1.35948,734
2014-02-13 00:00:00,1.35952,1.35958,1.35854,1.3587500000000001,1053
2014-02-13 01:00:00,1.35874,1.35985,1.35852,1.35972,1377
2014-02-13 02:00:00,1.3597299999999999,1.36062,1.35959,1.36055,1220
2014-02-13 03:00:00,1.36055,1.3615300000000001,1.36055,1.36144,1145
2014-02-13 04:00:00,1.36145,1.36172,1.36125,1.36157,1063
2014-02-13 05:00:00,1.36155,1.36157,1.36115,1.3612199999999999,820
2014-02-13 06:00:00,1.3612199999999999,1.3615599999999999,1.36072,1.3614899999999999,1369
2014-02-13 07:00:00,1.3614899999999999,1.3637299999999999,1.3614600000000001,1.36229,2043
2014-02-13 08:00:00,1.36232,1.36351,1.36223,1.36225,1810
2014-02-13 09:00:00,1.36225,1.36323,1.36222,1.36267,1851
2014-02-13 10:00:00,1.36265,1.3686,1.36192,1.36731,3121
2014-02-13 11:00:00,1.36731,1.36775,1.36651,1.36659,2140
2014-02-13 12:00:00,1.36659,1.36713,1.36597,1.3660999999999999,1781
2014-02-13 13:00:00,1.3661400000000001,1.3668,1.36572,1.3668,1597
2014-02-13 14:00:00,1.36684,1.36916,1.36661,1.36663,2817
2014-02-13 15:00:00,1.36664,1.3679700000000001,1.36629,1.36673,2424
2014-02-13 16:00:00,1.36676,1.36821,1.3664399999999999,1.3664399999999999,2361
2014-02-13 17:00:00,1.36646,1.36695,1.36635,1.36682,1797
2014-02-13 18:00:00,1.36683,1.36728,1.36657,1.3671,1163
2014-02-13 19:00:00,1.367,1.36752,1.36662,1.3675,1292
2014-02-13 20:00:00,1.36751,1.36751,1.3670200000000001,1.36741,934
2014-02-13 21:00:00,1.36741,1.36838,1.36734,1.36814,995
2014-02-13 22:00:00,1.36813,1.36821,1.36777,1.36795,853
2014-02-13 23:00:00,1.36796,1.36818,1.36753,1.36787,434
2014-02-14 00:00:00,1.36785,1.36795,1.36758,1.3675899999999999,638
2014-02-14 01:00:00,1.3675899999999999,1.36806,1.36751,1.3679000000000001,1280
2014-02-14 02:00:00,1.36789,1.36906,1.36783,1.36802,1376
2014-02-14 03:00:00,1.36802,1.36826,1.36735,1.36782,1120
2014-02-14 04:00:00,1.36784,1.36839,1.36775,1.36781,1597
2014-02-14 05:00:00,1.36782,1.36823,1.36779,1.36812,798
2014-02-14 06:00:00,1.36811,1.36875,1.36784,1.36801,1469
2014-02-14 07:00:00,1.36802,1.36825,1.36753,1.36792,1099
2014-02-14 08:00:00,1.36789,1.37076,1.36789,1.37073,2421
2014-02-14 09:00:00,1.37074,1.3713600000000001,1.36931,1.36964,2212
